,Tatouage,Description,Code Exploitant,Entité,Axe,Sens,Pr,Type d'Axe,Axe 2aire,État,Local,Dans tunnel,Tunnel,Famille,Type Famille,Linéaire,Segment,Niveau,Parent,Mainteneur,Détenteur,Latitude,Longitude,GPS,Responsable,Date de mise en service,Fonction F40,Fonction Symptome,ID ISIDORE,Pr fin
1373,L11.604N,Niche sécurité NSW-004 - PAU BS17S - Tunnel de Boissy,NS-W4,AGER_EST,N19,W,"17,0655",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19W,12013457,1,,PCTT_EST,DIRIF,"48,750824","2,51465","48.750824,2.514650",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0655"
1374,L11.605P,Niche sécurité NSW-005 - PAU BS17T - Tunnel de Boissy,NS-W5,AGER_EST,N19,W,"17,0505",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19W,12013457,1,,PCTT_EST,DIRIF,"48,75165","2,514015","48.751650,2.514015",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0505"
1375,L11.606R,Niche sécurité NSW-006 - PAU BS17U - Tunnel de Boissy,NS-W6,AGER_EST,N19,W,"17,037",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19W,12013457,1,,PCTT_EST,DIRIF,"48,753048","2,512668","48.753048,2.512668",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,037"
1376,L11.607S,Niche incendie NIY-001 - Tunnel de Boissy,NI-Y1,AGER_EST,N19,Y,"17,0368",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19Y,12013418,1,,PCTT_EST,DIRIF,"48,752857","2,512318","48.752857,2.512318",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0368"
1377,L11.608T,Niche incendie NIY-002 - Tunnel de Boissy,NI-Y2,AGER_EST,N19,Y,"17,0502",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19Y,12013418,1,,PCTT_EST,DIRIF,"48,75191","2,513357","48.751910,2.513357",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0502"
1378,L11.609U,Niche incendie NIY-003 - Tunnel de Boissy,NI-Y3,AGER_EST,N19,Y,"17,0652",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19Y,12013418,1,,PCTT_EST,DIRIF,"48,750706","2,514284","48.750706,2.514284",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0652"
1379,L11.611W,Niche incendie NIY-004 - Tunnel de Boissy,NI-Y4,AGER_EST,N19,Y,"17,0814",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19Y,12013419,1,,PCTT_EST,DIRIF,"48,749386","2,514902","48.749386,2.514902",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0814"
1380,L11.612X,Niche incendie NIY-005 - Tunnel de Boissy,NI-Y5,AGER_EST,N19,Y,"18,0009",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19Y,12013420,1,,PCTT_EST,DIRIF,"48,747696","2,5147","48.747696,2.514700",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"18,0009"
1381,L11.613Y,Niche incendie NIY-006 - Tunnel de Boissy,NI-Y6,AGER_EST,N19,Y,"18,0143",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19Y,12013420,1,,PCTT_EST,DIRIF,"48,746513","2,51429","48.746513,2.514290",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"18,0143"
1382,L11.614A,Niche incendie NIW-001 - Tunnel de Boissy,NI-W1,AGER_EST,N19,W,"18,0113",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19W,12013455,1,,PCTT_EST,DIRIF,"48,74672","2,514784","48.746720,2.514784",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"18,0113"
1383,L11.615C,Niche incendie NIW-002 - Tunnel de Boissy,NI-W2,AGER_EST,N19,W,"18,0009",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19W,12013455,1,,PCTT_EST,DIRIF,"48,747618","2,515087","48.747618,2.515087",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"18,0009"
1384,L11.616D,Niche incendie NIW-003 - Tunnel de Boissy,NI-W3,AGER_EST,N19,W,"17,0817",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19W,12013456,1,,PCTT_EST,DIRIF,"48,749416","2,515313","48.749416,2.515313",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0817"
1385,L11.617E,Niche incendie NIW-004 - Tunnel de Boissy,NI-W4,AGER_EST,N19,W,"17,0652",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19W,12013457,1,,PCTT_EST,DIRIF,"48,750824","2,51465","48.750824,2.514650",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0652"
1386,L11.618F,Niche incendie NIW-005 - Tunnel de Boissy,NI-W5,AGER_EST,N19,W,"17,0502",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19W,12013457,1,,PCTT_EST,DIRIF,"48,75204","2,513731","48.752040,2.513731",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0502"
1387,L11.619G,Niche incendie NIW-006 - Tunnel de Boissy,NI-W6,AGER_EST,N19,W,"17,0368",LC,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-NICHE,N19W,12013457,1,,PCTT_EST,DIRIF,"48,753048","2,512668","48.753048,2.512668",UER_BRIE-CTE-ROBERT,22/01/2020,C9,BAT,,"17,0368"
1388,L11.621J,Local Radio de l’issue n°521 - Tunnel de Boissy,IS521_RADIO,AGER_EST,N19,Y,"17,0458",,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-LTU,N19Y,12013418,2,L11.585R,PCTT_EST,DIRIF,"48,752283","2,512908","48.752283,2.512908",UER_BRIE-CTE-ROBERT,22/01/2020,FCTDEF,,,"17,0458"
1389,L11.622K,Local Radio de l’issue n°525 - Tunnel de Boissy,IS525_RADIO,AGER_EST,N19,W,"18,002",,,EXPLOI,,Oui,BOISSY,LOCAL,LOCAL-LTU,N19W,12013455,2,L11.589V,PCTT_EST,DIRIF,"48,747539","2,515075","48.747539,2.515075",UER_BRIE-CTE-ROBERT,22/01/2020,FCTDEF,,,"18,002"
1390,L11.624M,Bâche incendie Y1,BAC-Y,AGER_EST,N19,Y,"17,007",,,EXPLOI,,Non,BOISSY,LOCAL,LOCAL-SP,N19Y,12013418,1,,PCTT_EST,DIRIF,"48,754642","2,509372","48.754642,2.509372",UER_BRIE-CTE-ROBERT,22/01/2020,C4,,,"17,007"
1391,L11.625N,Bâche incendie W1,BAC-W,AGER_EST,N19,W,"18,019",,,EXPLOI,,Non,BOISSY,LOCAL,LOCAL-SP,N19W,12013455,1,,PCTT_EST,DIRIF,"48,754734","2,509185","48.754734,2.509185",UER_BRIE-CTE-ROBERT,22/01/2020,C4,,,"18,019"
1392,L11.626P,Bâche de relevage,BAC_RELEV,AGER_EST,N19,W,"18,0208",,,EXPLOI,,Non,BOISSY,LOCAL,LOCAL-SP,N19W,12013455,1,,PCTT_EST,DIRIF,"48,745956","2,514309","48.745956,2.514309",UER_BRIE-CTE-ROBERT,22/01/2020,C4,,,"18,0208"
1393,L11.627R,Poste HT BANDAMA (Extention Citadelle),POSTE_BANDAMA,AGER_NORD,A1,W,"4,02",,,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-SC,A1W,12004143,1,,PCTT_NORD,DIRIF,"48,932697","2,370221","48.932697,2.370221",UER_SAINT-DENIS,,C11,BAT,,"4,02"
1394,L11.628S,LTU USI_GARE / Local RTHD,USINE-GARE_RTHD,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
1395,L11.629T,LTU ORLY - Tunnel d’Orly,ORLY,AGER_SUD,N7,Y,"3,026",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7Y,12013401,1,,PCTT_SUD,DIRIF,"48,723457","2,370236","48.723457,2.370236",UER_CHEVILLY-LARUE,,C11,BAT,,"3,026"
1396,L11.631V,LTU ORLY / Local HT,ORLY_HT,AGER_SUD,N7,Y,"3,026",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU-HT,N7Y,12013401,2,L11.629T,PCTT_SUD,DIRIF,"48,723457","2,370236","48.723457,2.370236",UER_CHEVILLY-LARUE,,C11,BAT,,"3,026"
1397,L11.632W,LTU ORLY / Local Transformation A,ORLY_TRA,AGER_SUD,N7,Y,"3,026",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7Y,12013401,2,L11.629T,PCTT_SUD,DIRIF,"48,723457","2,370236","48.723457,2.370236",UER_CHEVILLY-LARUE,,C11,BAT,,"3,026"
1398,L11.633X,LTU ORLY / Local Transformation B,ORLY_TRB,AGER_SUD,N7,Y,"3,026",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7Y,12013401,2,L11.629T,PCTT_SUD,DIRIF,"48,723457","2,370236","48.723457,2.370236",UER_CHEVILLY-LARUE,,C11,BAT,,"3,026"
1399,L11.634Y,LTU ORLY / Local BT1_TGBT-H,ORLY_BT1,AGER_SUD,N7,Y,"3,026",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7Y,12013401,2,L11.629T,PCTT_SUD,DIRIF,"48,723457","2,370236","48.723457,2.370236",UER_CHEVILLY-LARUE,,C11,BAT,,"3,026"
1400,L11.635A,LTU ORLY / Local BT2_TGBT-G,ORLY_BT2,AGER_SUD,N7,Y,"3,026",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7Y,12013401,2,L11.629T,PCTT_SUD,DIRIF,"48,723457","2,370236","48.723457,2.370236",UER_CHEVILLY-LARUE,,C11,BAT,,"3,026"
1401,L11.636C,LTU ORLY / Local BT3_TGBT-F,ORLY_BT3,AGER_SUD,N7,Y,"3,026",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7Y,12013401,2,L11.629T,PCTT_SUD,DIRIF,"48,723457","2,370236","48.723457,2.370236",UER_CHEVILLY-LARUE,,C11,BAT,,"3,026"
1402,L11.637D,LTU ORLY / Local BT4_TGBT-E,ORLY_BT4,AGER_SUD,N7,Y,"3,026",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7Y,12013401,2,L11.629T,PCTT_SUD,DIRIF,"48,723457","2,370236","48.723457,2.370236",UER_CHEVILLY-LARUE,,C11,BAT,,"3,026"
1403,L11.638E,LTU ORLY / Local Batterie_S,ORLY_BATT,AGER_SUD,N7,Y,"3,026",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7Y,12013401,2,L11.629T,PCTT_SUD,DIRIF,"48,723457","2,370236","48.723457,2.370236",UER_CHEVILLY-LARUE,,C11,BAT,,"3,026"
1404,L11.639F,LTU ORLY / Local Onduleur,ORLY_OND,AGER_SUD,N7,Y,"3,026",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7Y,12013401,2,L11.629T,PCTT_SUD,DIRIF,"48,723457","2,370236","48.723457,2.370236",UER_CHEVILLY-LARUE,,C11,BAT,,"3,026"
1405,L11.641H,LTU ORLY / Local SIRIUS,ORLY_SIRIUS,AGER_SUD,N7,Y,"3,026",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7Y,12013401,2,L11.629T,PCTT_SUD,DIRIF,"48,723457","2,370236","48.723457,2.370236",UER_CHEVILLY-LARUE,,C11,BAT,,"3,026"
1406,L11.642J,LTU ORLY / Local Maintenance,ORLY_MAINT,AGER_SUD,N7,Y,"3,026",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7Y,12013401,2,L11.629T,PCTT_SUD,DIRIF,"48,723457","2,370236","48.723457,2.370236",UER_CHEVILLY-LARUE,,C11,BAT,,"3,026"
1407,L11.643K,Niche sécurité NSY-001 - PAU TY02A - Tunnel d'Orly,NSY-001/ORLY,AGER_SUD,N7,Y,"2,06",LC,,EXPLOI,,Oui,ORLY,LOCAL,LOCAL-NICHE,N7Y,12013400,1,,PCTT_SUD,DIRIF,"48,72925","2,368066","48.729250,2.368066",UER_CHEVILLY-LARUE,,C9,BAT,,"2,06"
1408,L11.644L,Local DFP-Y - Tunnel d'Orly,EP7-1/ORLY,AGER_SUD,N7,Y,"2,06",,,EXPLOI,,Oui,ORLY,LOCAL,LOCAL-LTU,N7Y,12013400,1,,PCTT_SUD,DIRIF,"48,72925","2,368066","48.729250,2.368066",UER_CHEVILLY-LARUE,,C11,BAT,,"2,06"
1409,L11.645M,Local PST-Y1 - Tunnel d'Orly,EP7-2/ORLY,AGER_SUD,N7,Y,"2,06",,,EXPLOI,,Oui,ORLY,LOCAL,LOCAL-LTU,N7Y,12013400,1,,PCTT_SUD,DIRIF,"48,72925","2,368066","48.729250,2.368066",UER_CHEVILLY-LARUE,,C11,BAT,,"2,06"
1410,L11.646N,Niche sécurité NSY-002 - PAU TY02B - Tunnel d'Orly,NSY-002/ORLY,AGER_SUD,N7,Y,"2,0785",LC,,EXPLOI,,Oui,ORLY,LOCAL,LOCAL-NICHE,N7Y,12013400,1,,PCTT_SUD,DIRIF,"48,72797","2,368643","48.727970,2.368643",UER_CHEVILLY-LARUE,,C9,BAT,,"2,0785"
1411,L11.647P,Local PST-Y2 - Tunnel d'Orly,P6-P5/ORLY,AGER_SUD,N7,Y,"2,0785",,,EXPLOI,,Oui,ORLY,LOCAL,LOCAL-LTU,N7Y,12013400,1,,PCTT_SUD,DIRIF,"48,72797","2,368643","48.727970,2.368643",UER_CHEVILLY-LARUE,,C11,BAT,,"2,0785"
1412,L11.648R,Niche sécurité NSY-003 - PAU TY02C - Tunnel d'Orly,NSY-003/ORLY,AGER_SUD,N7,Y,"2,0971",LC,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-NICHE,N7Y,12013400,1,,PCTT_SUD,DIRIF,"48,726074","2,369342","48.726074,2.369342",UER_CHEVILLY-LARUE,,C9,BAT,,"2,0971"
1413,L11.649S,Niche sécurité NSY-004 - PAU TY03A - Tunnel d'Orly,NSY-004/ORLY,AGER_SUD,N7,Y,"3,03",LC,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-NICHE,N7Y,12013401,1,,PCTT_SUD,DIRIF,"48,723164","2,370407","48.723164,2.370407",UER_CHEVILLY-LARUE,,C9,BAT,,"3,03"
1414,L11.651U,Local PST-Y3 - Tunnel d'Orly,EP2-2/ORLY,AGER_SUD,N7,Y,"3,03",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7Y,12013401,1,,PCTT_SUD,DIRIF,"48,723164","2,370407","48.723164,2.370407",UER_CHEVILLY-LARUE,,C11,BAT,,"3,03"
1415,L11.652V,Niche sécurité NSY-005 - PAU TY03B - Tunnel d'Orly,NSY-005/ORLY,AGER_SUD,N7,Y,"3,0504",LC,,EXPLOI,,Oui,ORLY,LOCAL,LOCAL-NICHE,N7Y,12013401,1,,PCTT_SUD,DIRIF,"48,721676","2,370542","48.721676,2.370542",UER_CHEVILLY-LARUE,,C9,BAT,,"3,0504"
1416,L11.653W,Local PST-Y4 - Tunnel d'Orly,EP2-3/ORLY,AGER_SUD,N7,Y,"3,0644",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7Y,12013402,1,,PCTT_SUD,DIRIF,"48,7201","2,37058","48.720100,2.370580",UER_CHEVILLY-LARUE,,C11,BAT,,"3,0644"
1417,L11.654X,Niche sécurité NSY-006 - PAU TY03C - Tunnel d'Orly,NSY-006/ORLY,AGER_SUD,N7,Y,"3,0644",LC,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-NICHE,N7Y,12013402,1,,PCTT_SUD,DIRIF,"48,7201","2,37058","48.720100,2.370580",UER_CHEVILLY-LARUE,,C9,BAT,,"3,0644"
1418,L11.655Y,Niche sécurité NSW-006 - PAU TY03R - Tunnel d'Orly,NSW-006/ORLY,AGER_SUD,N7,W,"3,0644",LC,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-NICHE,N7W,12013406,1,,PCTT_SUD,DIRIF,"48,72007","2,370874","48.720070,2.370874",UER_CHEVILLY-LARUE,,C9,BAT,,"3,0644"
1419,L11.656A,Local DFP-W - Tunnel d'Orly,EP2-1/ORLY,AGER_SUD,N7,W,"3,0644",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7W,12013406,1,,PCTT_SUD,DIRIF,"48,72007","2,370874","48.720070,2.370874",UER_CHEVILLY-LARUE,,C11,BAT,,"3,0644"
1420,L11.657C,Local PST-W1 - Tunnel d'Orly,EP2-4/ORLY,AGER_SUD,N7,W,"3,0644",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7W,12013406,1,,PCTT_SUD,DIRIF,"48,72007","2,370874","48.720070,2.370874",UER_CHEVILLY-LARUE,,C11,BAT,,"3,0644"
1421,L11.658D,Niche sécurité NSW-005 - PAU TY03S - Tunnel d'Orly,NSW-005/ORLY,AGER_SUD,N7,W,"3,0494",LC,,EXPLOI,,Oui,ORLY,LOCAL,LOCAL-NICHE,N7W,12013405,1,,PCTT_SUD,DIRIF,"48,72176","2,370866","48.721760,2.370866",UER_CHEVILLY-LARUE,,C9,BAT,,"3,0494"
1422,L11.659E,Local PST-W2 - Tunnel d'Orly,EP2-5/ORLY,AGER_SUD,N7,W,"3,03",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7W,12013405,1,,PCTT_SUD,DIRIF,"48,7232","2,370701","48.723200,2.370701",UER_CHEVILLY-LARUE,,C11,BAT,,"3,03"
1423,L11.661G,Niche sécurité NSW-004 - PAU TY03T - Tunnel d'Orly,NSW-004/ORLY,AGER_SUD,N7,W,"3,03",LC,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-NICHE,N7W,12013405,1,,PCTT_SUD,DIRIF,"48,7232","2,370701","48.723200,2.370701",UER_CHEVILLY-LARUE,,C9,BAT,,"3,03"
1424,L11.662H,Niche sécurité NSW-003 - PAU TY02R - Tunnel d'Orly,NSW-003/ORLY,AGER_SUD,N7,W,"2,0971",LC,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-NICHE,N7W,12013404,1,,PCTT_SUD,DIRIF,"48,726044","2,369661","48.726044,2.369661",UER_CHEVILLY-LARUE,,C9,BAT,,"2,0971"
1425,L11.663J,Local PST-W3 - Tunnel d'Orly,EP5-1/ORLY,AGER_SUD,N7,W,"2,0971",,,EXPLOI,,Non,ORLY,LOCAL,LOCAL-LTU,N7W,12013404,1,,PCTT_SUD,DIRIF,"48,726044","2,369661","48.726044,2.369661",UER_CHEVILLY-LARUE,,C11,BAT,,"2,0971"
1426,L11.664K,Niche sécurité NSW-002 - PAU TY02S - Tunnel d'Orly,NSW-002/ORLY,AGER_SUD,N7,W,"2,0785",LC,,EXPLOI,,Oui,ORLY,LOCAL,LOCAL-NICHE,N7W,12013404,1,,PCTT_SUD,DIRIF,"48,727966","2,368826","48.727966,2.368826",UER_CHEVILLY-LARUE,,C9,BAT,,"2,0785"
1427,L11.665L,Local PST-W4 - Tunnel d'Orly,SP7-1/ORLY,AGER_SUD,N7,W,"2,0785",,,EXPLOI,,Oui,ORLY,LOCAL,LOCAL-LTU,N7W,12013404,1,,PCTT_SUD,DIRIF,"48,727966","2,368826","48.727966,2.368826",UER_CHEVILLY-LARUE,,C11,BAT,,"2,0785"
1428,L11.666M,Niche sécurité NSW-001 - PAU TY02T - Tunnel d'Orly,NSW-001/ORLY,AGER_SUD,N7,W,"2,06",LC,,EXPLOI,,Oui,ORLY,LOCAL,LOCAL-NICHE,N7W,12013404,1,,PCTT_SUD,DIRIF,"48,72925","2,368293","48.729250,2.368293",UER_CHEVILLY-LARUE,,C9,BAT,,"2,06"
1429,L11.667N,PCL 104.5,PCL104-5,AGER_EST,A104EST,E,"9,01",,,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-LSP,A104ESTE,12004379,1,,PCTT_EST,DIRIF,"48,973923","2,578236","48.973923,2.578236",UER_CHAMPIGNY,,C11,BAT,,"9,01"
1430,L11.668P,Local EDF ÉCHAT_Bâtiment B,PL_ECHAT,AGER_EST,A86EST,E,"37,074",,,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-PL,A86ESTE,12005513,2,L11.463V,PCTT_EST,DIRIF,"48,80009","2,448992","48.800090,2.448992",UER_CHAMPIGNY,,C11,BAT,,"37,074"
1431,L11.669R,LTU SP1 / Local HT A,SP1_HTA,AGER_NORD,A86NORD,I,"20,02",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU-HT,A86NORDI,12005278,3,L10.303R,PCTT_NORD,DIRIF,"48,916145","2,429286","48.916145,2.429286",CD-93,,C11,BAT,,"20,02"
1432,L11.671T,LTU SP1 / Local HT B,SP1_HTB,AGER_NORD,A86NORD,I,"20,02",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU-HT,A86NORDI,12005278,3,L10.303R,PCTT_NORD,DIRIF,"48,916145","2,429286","48.916145,2.429286",CD-93,,C11,BAT,,"20,02"
1433,L11.672U,LTU SP1 / Local TDBT R_Onduleur,SP1_TDBT_R_OND,AGER_NORD,A86NORD,I,"20,02",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU,A86NORDI,12005278,3,L10.303R,PCTT_NORD,DIRIF,"48,916145","2,429286","48.916145,2.429286",CD-93,,C11,BAT,,"20,02"
1434,L11.673V,LTU SP1 / Local TDBT E_F,SP1_TDBT_E_F,AGER_NORD,A86NORD,I,"20,02",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU,A86NORDI,12005278,3,L10.303R,PCTT_NORD,DIRIF,"48,916145","2,429286","48.916145,2.429286",CD-93,,C11,BAT,,"20,02"
1435,L11.674W,LTU SP1 / Local TDBT G,SP1_TDBT_G,AGER_NORD,A86NORD,I,"20,02",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU,A86NORDI,12005278,3,L10.303R,PCTT_NORD,DIRIF,"48,916145","2,429286","48.916145,2.429286",CD-93,,C11,BAT,,"20,02"
1436,L11.675X,LTU SP1 / Local TDBT H,SP1_TDBT_H,AGER_NORD,A86NORD,I,"20,02",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU,A86NORDI,12005278,3,L10.303R,PCTT_NORD,DIRIF,"48,916145","2,429286","48.916145,2.429286",CD-93,,C11,BAT,,"20,02"
1437,L11.676Y,LTU SP1 / Local Batteries,SP1_BATT,AGER_NORD,A86NORD,I,"20,02",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU,A86NORDI,12005278,3,L10.303R,PCTT_NORD,DIRIF,"48,916145","2,429286","48.916145,2.429286",CD-93,,C11,BAT,,"20,02"
1438,L11.677A,LTU SP2 / Local HT A,SP2_HTA,AGER_NORD,A86NORD,E,"20,092",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU-HT,A86NORDE,12005463,2,L10.305T,PCTT_NORD,DIRIF,"48,91259","2,437428","48.912590,2.437428",UER_SAINT-DENIS,,C11,BAT,,"20,092"
1439,L11.678C,LTU SP2 / Local HT B,SP2_HTB,AGER_NORD,A86NORD,E,"20,092",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU-HT,A86NORDE,12005463,2,L10.305T,PCTT_NORD,DIRIF,"48,91259","2,437428","48.912590,2.437428",UER_SAINT-DENIS,,C11,BAT,,"20,092"
1440,L11.679D,LTU SP2 / Local TDBT R_Onduleur,SP2_TDBT_R_OND,AGER_NORD,A86NORD,E,"20,092",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU,A86NORDE,12005463,2,L10.305T,PCTT_NORD,DIRIF,"48,91259","2,437428","48.912590,2.437428",UER_SAINT-DENIS,,C11,BAT,,"20,092"
1441,L11.681F,LTU SP2 / Local TDBT E_F,SP2_TDBT_E_F,AGER_NORD,A86NORD,E,"20,092",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU,A86NORDE,12005463,2,L10.305T,PCTT_NORD,DIRIF,"48,91259","2,437428","48.912590,2.437428",UER_SAINT-DENIS,,C11,BAT,,"20,092"
1442,L11.682G,LTU SP2 / Local TDBT G,SP2_TDBT_G,AGER_NORD,A86NORD,E,"20,092",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU,A86NORDE,12005463,2,L10.305T,PCTT_NORD,DIRIF,"48,91259","2,437428","48.912590,2.437428",UER_SAINT-DENIS,,C11,BAT,,"20,092"
1443,L11.683H,LTU SP2 / Local TDBT H,SP2_TDBT_H,AGER_NORD,A86NORD,E,"20,092",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU,A86NORDE,12005463,2,L10.305T,PCTT_NORD,DIRIF,"48,91259","2,437428","48.912590,2.437428",UER_SAINT-DENIS,,C11,BAT,,"20,092"
1444,L11.684J,LTU SP2 / Local Batteries,SP2_BATT,AGER_NORD,A86NORD,E,"20,092",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU,A86NORDE,12005463,2,L10.305T,PCTT_NORD,DIRIF,"48,91259","2,437428","48.912590,2.437428",UER_SAINT-DENIS,,C11,BAT,,"20,092"
1445,L11.685K,LTU SP2 / Local Coffret,SP2_COFF,AGER_NORD,A86NORD,E,"20,092",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU,A86NORDE,12005463,2,L10.305T,PCTT_NORD,DIRIF,"48,91259","2,437428","48.912590,2.437428",UER_SAINT-DENIS,,C11,BAT,,"20,092"
1446,L11.686L,LTU SP3 / Local HT A,SP3_HTA,AGER_NORD,A86NORD,I,"20,092",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU-HT,A86NORDI,12005280,2,L10.302P,PCTT_NORD,DIRIF,"48,912273","2,4373","48.912273,2.437300",UER_SAINT-DENIS,,C11,BAT,,"20,092"
1447,L11.687M,LTU SP3 / Local HT B,SP3_HTB,AGER_NORD,A86NORD,I,"20,092",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU-HT,A86NORDI,12005280,2,L10.302P,PCTT_NORD,DIRIF,"48,912273","2,4373","48.912273,2.437300",UER_SAINT-DENIS,,C11,BAT,,"20,092"
1448,L11.688N,LTU SP3 / Local TDBT R_Onduleur,SP3_TDBT_R_OND,AGER_NORD,A86NORD,I,"20,092",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU,A86NORDI,12005280,2,L10.302P,PCTT_NORD,DIRIF,"48,912273","2,4373","48.912273,2.437300",UER_SAINT-DENIS,,C11,BAT,,"20,092"
1449,L11.689P,LTU SP3 / Local TDBT E_F,SP3_TDBT_E_F,AGER_NORD,A86NORD,I,"20,092",,,EXPLOI,,Oui,BOBIGNY,LOCAL,LOCAL-LTU,A86NORDI,12005280,2,L10.302P,PCTT_NORD,DIRIF,"48,912273","2,4373","48.912273,2.437300",UER_SAINT-DENIS,,C11,BAT,,"20,092"
