,Tatouage,Description,Code Exploitant,Entité,Axe,Sens,Pr,Type d'Axe,Axe 2aire,État,Local,Dans tunnel,Tunnel,Famille,Type Famille,Linéaire,Segment,Niveau,Parent,Mainteneur,Détenteur,Latitude,Longitude,GPS,Responsable,Date de mise en service,Fonction F40,Fonction Symptome,ID ISIDORE,Pr fin
90,L10.115S,ST 2,ST2,AGER_EST,A86EST,I,"43,01",,,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-ST,A86ESTI,12005344,1,,PCTT_EST,DIRIF,"48,774433","2,403433","48.774433,2.403433",UER_CHEVILLY-LARUE,,C11,BAT,,"43,01"
91,L10.116T,ST 3,ST3,AGER_EST,A86EST,E,"46,06",,,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-ST,A86ESTE,12016574,1,,PCTT_EST,DIRIF,"48,757347","2,384264","48.757347,2.384264",UER_CHEVILLY-LARUE,,C11,BAT,,"46,06"
92,L10.117U,ST 4,ST4,AGER_EST,N186B,E,48,E,D7,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-ST,N186BE,12005561,1,,PCTT_EST,DIRIF,"48,753235","2,367842","48.753235,2.367842",UER_CHEVILLY-LARUE,,C11,BAT,,48
93,L10.118V,ST 5,ST5,AGER_SUD,A86SUD,I,"50,01",E,A6B,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-ST,A86SUDI,12011853,1,,PCTT_SUD,DIRIF,"48,757526","2,339453","48.757526,2.339453",UER_CHEVILLY-LARUE,,C11,BAT,,"50,01"
94,L10.119W,LSP CD60,REPONSE,AGER_EST,A86EST,E,"45,03",,,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-LSP,A86ESTE,12005543,2,L10.344P,PCTT_EST,DIRIF,"48,767216","2,378861","48.767216,2.378861",CD-94,,C11,BAT,,"45,03"
95,L10.121Y,ST 406.1,ST406.1,AGER_EST,N406,W,"4,09",,,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-ST,N406W,12006746,1,,PCTT_EST,DIRIF,"48,758636","2,480986","48.758636,2.480986",UER_CHAMPIGNY,,C11,BAT,,"4,09"
96,L10.122A,Niche sécurité NSW-701 - PAU NM01R - Tunnel de Nanterre-La Défense,DEF-NSW-701/DEF,AGER_OUEST_N,N1013,W,"0,0379",E,A14,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,N1013W,12004434,1,,PCTT_OUEST,DIRIF,"48,889957","2,239356","48.889957,2.239356",UER_NANTERRE,,C9,BAT,,"0,0379"
97,L10.123C,Niche sécurité NSW-702 - PAU NM00R - Tunnel de Nanterre-La Défense,DEF-NSW-702/DEF,AGER_OUEST_N,N1013,W,"0,023",E,A14,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,N1013W,12004434,1,,PCTT_OUEST,DIRIF,"48,890278","2,240661","48.890278,2.240661",UER_NANTERRE,,C9,BAT,,"0,023"
98,L10.124D,Niche sécurité NSW-601 - PAU NG01R - Tunnel de Nanterre-La Défense,DEF-NSW-601/DEF,AGER_OUEST_N,N192,W,"0,0509",E,A14,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,N192W,12004433,1,,PCTT_OUEST,DIRIF,"48,892075","2,240956","48.892075,2.240956",UER_NANTERRE,,C9,BAT,,"0,0509"
99,L10.125E,Niche sécurité NSW-602 - PAU NG00S - Tunnel de Nanterre-La Défense,DEF-NSW-602/DEF,AGER_OUEST_N,N192,W,"0,0324",E,A14,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,N192W,12004433,1,,PCTT_OUEST,DIRIF,"48,889793","2,243714","48.889793,2.243714",UER_NANTERRE,,C9,BAT,,"0,0324"
100,L10.126F,Niche sécurité NSW-603 - PAU NG00R - Tunnel de Nanterre-La Défense,DEF-NSW-603/DEF,AGER_OUEST_N,N192,W,"0,0238",E,A14,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,N192W,12004433,1,,PCTT_OUEST,DIRIF,"48,89077","2,241594","48.890770,2.241594",UER_NANTERRE,,C9,BAT,,"0,0238"
101,L10.127G,LC DEF + ST 14.2 - La Défense,LC DEF_ST14.2,AGER_OUEST_N,A14,Y,"1,0415",,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-LC,A14Y,12004506,1,,PCTT_OUEST,DIRIF,"48,893234","2,234608","48.893234,2.234608",UER_NANTERRE,,C11,BAT,,"1,0415"
102,L10.128H,ST 14.1,ST14.1,AGER_OUEST_N,A14,W,"0,037",,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-ST,A14W,12004430,1,,PCTT_OUEST,DIRIF,"48,88722","2,251472","48.887220,2.251472",UER_NANTERRE,,C11,BAT,,"0,037"
103,L10.129J,Niche sécurité NSY-001 - PAU NR00A - Tunnel de Nanterre-La Défense,DEF-NSY-001/DEF,AGER_OUEST_N,A14,Y,"0,0129",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004493,1,,PCTT_OUEST,DIRIF,"48,888294","2,250061","48.888294,2.250061",UER_NANTERRE,,C9,BAT,,"0,0129"
104,L10.131L,Niche sécurité NSY-002 - PAU NR00B - Tunnel de Nanterre-La Défense,DEF-NSY-002/DEF,AGER_OUEST_N,A14,Y,"0,023",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004496,1,,PCTT_OUEST,DIRIF,"48,888763","2,24905","48.888763,2.249050",UER_NANTERRE,,C9,BAT,,"0,023"
105,L10.132M,Niche sécurité NSY-003 - PAU NR00C - Tunnel de Nanterre-La Défense,DEF-NSY-003/DEF,AGER_OUEST_N,A14,Y,"0,0371",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004496,1,,PCTT_OUEST,DIRIF,"48,889248","2,247158","48.889248,2.247158",UER_NANTERRE,,C9,BAT,,"0,0371"
106,L10.133N,Niche sécurité NSY-004 - PAU NR00D - Tunnel de Nanterre-La Défense,DEF-NSY-004/DEF,AGER_OUEST_N,A14,Y,"0,0531",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004500,1,,PCTT_OUEST,DIRIF,"48,889763","2,245311","48.889763,2.245311",UER_NANTERRE,,C9,BAT,,"0,0531"
107,L10.134P,Niche sécurité NSY-005 - PAU NR00E - Tunnel de Nanterre-La Défense,DEF-NSY-005/DEF,AGER_OUEST_N,A14,Y,"0,0679",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004500,1,,PCTT_OUEST,DIRIF,"48,890324","2,243628","48.890324,2.243628",UER_NANTERRE,,C9,BAT,,"0,0679"
108,L10.135R,Niche sécurité NSY-006 - PAU NR00F - Tunnel de Nanterre-La Défense,DEF-NSY-006/DEF,AGER_OUEST_N,A14,Y,"0,0778",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004504,1,,PCTT_OUEST,DIRIF,"48,89098","2,242117","48.890980,2.242117",UER_NANTERRE,,C9,BAT,,"0,0778"
109,L10.136S,Niche sécurité NSY-007 - PAU NR01A - Tunnel de Nanterre-La Défense,DEF-NSY-007/DEF,AGER_OUEST_N,A14,Y,"0,0946",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004505,1,,PCTT_OUEST,DIRIF,"48,89149","2,240519","48.891490,2.240519",UER_NANTERRE,,C9,BAT,,"0,0946"
110,L10.137T,Niche sécurité NSY-008 - PAU NR01B - Tunnel de Nanterre-La Défense,DEF-NSY-008/DEF,AGER_OUEST_N,A14,Y,"1,0078",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004505,1,,PCTT_OUEST,DIRIF,"48,892105","2,238544","48.892105,2.238544",UER_NANTERRE,,C9,BAT,,"1,0078"
111,L10.138U,Niche sécurité NSY-009 - PAU NR01C - Tunnel de Nanterre-La Défense,DEF-NSY-009/DEF,AGER_OUEST_N,A14,Y,"1,0285",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004505,1,,PCTT_OUEST,DIRIF,"48,892715","2,236289","48.892715,2.236289",UER_NANTERRE,,C9,BAT,,"1,0285"
112,L10.139V,Niche sécurité NSY-010 - PAU NR01D - Tunnel de Nanterre-La Défense,DEF-NSY-010/DEF,AGER_OUEST_N,A14,Y,"1,0443",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004506,1,,PCTT_OUEST,DIRIF,"48,893276","2,234153","48.893276,2.234153",UER_NANTERRE,,C9,BAT,,"1,0443"
113,L10.141X,Niche sécurité NSY-011 - PAU NR01E - Tunnel de Nanterre-La Défense,DEF-NSY-011/DEF,AGER_OUEST_N,A14,Y,"1,0662",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004507,1,,PCTT_OUEST,DIRIF,"48,89413","2,23145","48.894130,2.231450",UER_NANTERRE,,C9,BAT,,"1,0662"
114,L10.142Y,Niche sécurité NSY-012 - PAU NR01F - Tunnel de Nanterre-La Défense,DEF-NSY-012/DEF,AGER_OUEST_N,A14,Y,"1,0836",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004507,1,,PCTT_OUEST,DIRIF,"48,894947","2,228881","48.894947,2.228881",UER_NANTERRE,,C9,BAT,,"1,0836"
115,L10.143A,Niche sécurité NSY-013 - PAU NR02A - Tunnel de Nanterre-La Défense,DEF-NSY-013/DEF,AGER_OUEST_N,A14,Y,"2,0007",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004507,1,,PCTT_OUEST,DIRIF,"48,89553","2,227064","48.895530,2.227064",UER_NANTERRE,,C9,BAT,,"2,0007"
116,L10.144C,Niche sécurité NSY-501 (n°9) - PAU NR01G - Tunnel de Nanterre-La Défense,DEF-NSY-501/DEF,AGER_OUEST_N,N314,Y,"1,08",E,A14,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,N314Y,12004508,1,,PCTT_OUEST,DIRIF,"48,895786","2,228411","48.895786,2.228411",UER_NANTERRE,,C9,BAT,,"1,08"
117,L10.145D,Niche sécurité NSY-502 (n°11) - PAU NR02B - Tunnel de Nanterre-La Défense,DEF-NSY-502/DEF,AGER_OUEST_N,N314,Y,2,E,A14,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,N314Y,12004508,1,,PCTT_OUEST,DIRIF,"48,895664","2,227225","48.895664,2.227225",UER_NANTERRE,,C9,BAT,,2
118,L10.146E,Niche sécurité NSY-014 - PAU NR02C - Tunnel de Nanterre-La Défense,DEF-NSY-014/DEF,AGER_OUEST_N,A14,Y,"2,0267",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004509,1,,PCTT_OUEST,DIRIF,"48,896557","2,223972","48.896557,2.223972",UER_NANTERRE,,C9,BAT,,"2,0267"
119,L10.147F,Niche sécurité NSY-015 - PAU NR02D - Tunnel de Nanterre-La Défense,DEF-NSY-015/DEF,AGER_OUEST_N,A14,Y,"2,0346",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004509,1,,PCTT_OUEST,DIRIF,"48,896833","2,222975","48.896833,2.222975",UER_NANTERRE,,C9,BAT,,"2,0346"
120,L10.148G,Niche sécurité NSY-016 - PAU NR02E - Tunnel de Nanterre-La Défense,DEF-NSY-016/DEF,AGER_OUEST_N,A14,Y,"2,0576",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004510,1,,PCTT_OUEST,DIRIF,"48,897808","2,219814","48.897808,2.219814",UER_NANTERRE,,C9,BAT,,"2,0576"
121,L10.149H,Niche sécurité NSY-017 - PAU NR02F - Tunnel de Nanterre-La Défense,DEF-NSY-017/DEF,AGER_OUEST_N,A14,Y,"2,0776",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004510,1,,PCTT_OUEST,DIRIF,"48,898468","2,217503","48.898468,2.217503",UER_NANTERRE,,C9,BAT,,"2,0776"
122,L10.151K,Niche sécurité NSY-018 - PAU NR03A - Tunnel de Nanterre-La Défense,DEF-NSY-018/DEF,AGER_OUEST_N,A14,Y,"2,09",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004510,1,,PCTT_OUEST,DIRIF,"48,899143","2,214744","48.899143,2.214744",UER_NANTERRE,,C9,BAT,,"2,09"
123,L10.152L,Niche sécurité NSY-019 - PAU NR03B - Tunnel de Nanterre-La Défense,DEF-NSY-019/DEF,AGER_OUEST_N,A14,Y,"3,0135",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004510,1,,PCTT_OUEST,DIRIF,"48,899593","2,212964","48.899593,2.212964",UER_NANTERRE,,C9,BAT,,"3,0135"
124,L10.153M,Niche sécurité NSY-020 - PAU NR03C - Tunnel de Nanterre-La Défense,DEF-NSY-020/DEF,AGER_OUEST_N,A14,Y,"3,0305",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004511,1,,PCTT_OUEST,DIRIF,"48,900043","2,211008","48.900043,2.211008",UER_NANTERRE,,C9,BAT,,"3,0305"
125,L10.154N,Niche sécurité NSY-021 - PAU NR03D - Tunnel de Nanterre-La Défense,DEF-NSY-021/DEF,AGER_OUEST_N,A14,Y,"3,0443",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004511,1,,PCTT_OUEST,DIRIF,"48,90049","2,208689","48.900490,2.208689",UER_NANTERRE,,C9,BAT,,"3,0443"
126,L10.155P,Niche sécurité NSY-022 - PAU NR03E - Tunnel de Nanterre-La Défense,DEF-NSY-022/DEF,AGER_OUEST_N,A14,Y,"3,0613",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12011956,1,,PCTT_OUEST,DIRIF,"48,901043","2,206353","48.901043,2.206353",UER_NANTERRE,,C9,BAT,,"3,0613"
127,L10.156R,Niche sécurité NSY-023 - PAU NR03F - Tunnel de Nanterre-La Défense,DEF-NSY-023/DEF,AGER_OUEST_N,A14,Y,"3,0784",LH,B1,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-NICHE,A14Y,12004514,1,,PCTT_OUEST,DIRIF,"48,90148","2,204367","48.901480,2.204367",UER_NANTERRE,,C9,BAT,,"3,0784"
128,L10.157S,Niche sécurité NSY-024 - PAU NR03G - Tunnel de Nanterre-La Défense,DEF-NSY-024/DEF,AGER_OUEST_N,A14,Y,"3,0958",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004514,1,,PCTT_OUEST,DIRIF,"48,902073","2,202206","48.902073,2.202206",UER_NANTERRE,,C9,BAT,,"3,0958"
129,L10.158T,Niche sécurité NSY-025 - PAU NR04A - Tunnel de Nanterre-La Défense,DEF-NSY-025/DEF,AGER_OUEST_N,A14,Y,"4,016",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14Y,12004514,1,,PCTT_OUEST,DIRIF,"48,902843","2,200011","48.902843,2.200011",UER_NANTERRE,,C9,BAT,,"4,016"
130,L10.159U,Niche sécurité NSW-001 - PAU NR04R - Tunnel de Nanterre-La Défense,DEF-NSW-001/DEF,AGER_OUEST_N,A14,W,"4,032",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004442,1,,PCTT_OUEST,DIRIF,"48,9026","2,199844","48.902600,2.199844",UER_NANTERRE,,C9,BAT,,"4,032"
131,L10.161W,Niche sécurité NSW-002 - PAU NR03R - Tunnel de Nanterre-La Défense,DEF-NSW-002/DEF,AGER_OUEST_N,A14,W,"3,0927",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004442,1,,PCTT_OUEST,DIRIF,"48,90175","2,201986","48.901750,2.201986",UER_NANTERRE,,C9,BAT,,"3,0927"
132,L10.162X,Niche sécurité NSW-003 - PAU NR03S - Tunnel de Nanterre-La Défense,DEF-NSW-003/DEF,AGER_OUEST_N,A14,W,"3,0751",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004442,1,,PCTT_OUEST,DIRIF,"48,900837","2,204347","48.900837,2.204347",UER_NANTERRE,,C9,BAT,,"3,0751"
133,L10.163Y,Niche sécurité NSW-004 - PAU NR03T - Tunnel de Nanterre-La Défense,DEF-NSW-004/DEF,AGER_OUEST_N,A14,W,"3,0542",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004442,1,,PCTT_OUEST,DIRIF,"48,900276","2,207206","48.900276,2.207206",UER_NANTERRE,,C9,BAT,,"3,0542"
134,L10.164A,Niche sécurité NSW-005 - PAU NR03U - Tunnel de Nanterre-La Défense,DEF-NSW-005/DEF,AGER_OUEST_N,A14,W,"3,0304",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004440,1,,PCTT_OUEST,DIRIF,"48,899685","2,210592","48.899685,2.210592",UER_NANTERRE,,C9,BAT,,"3,0304"
135,L10.165C,Niche sécurité NSW-006 - PAU NR03V - Tunnel de Nanterre-La Défense,DEF-NSW-006/DEF,AGER_OUEST_N,A14,W,"3,014",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004439,1,,PCTT_OUEST,DIRIF,"48,899208","2,212794","48.899208,2.212794",UER_NANTERRE,,C9,BAT,,"3,014"
136,L10.166D,Niche sécurité NSW-007 - PAU NR02R - Tunnel de Nanterre-La Défense,DEF-NSW-007/DEF,AGER_OUEST_N,A14,W,"2,0916",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004439,1,,PCTT_OUEST,DIRIF,"48,89854","2,215508","48.898540,2.215508",UER_NANTERRE,,C9,BAT,,"2,0916"
137,L10.167E,Niche sécurité NSW-008 - PAU NR02S - Tunnel de Nanterre-La Défense,DEF-NSW-008/DEF,AGER_OUEST_N,A14,W,"2,0783",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004439,1,,PCTT_OUEST,DIRIF,"48,898098","2,217297","48.898098,2.217297",UER_NANTERRE,,C9,BAT,,"2,0783"
138,L10.168F,Niche sécurité NSW-009 - PAU NR02T - Tunnel de Nanterre-La Défense,DEF-NSW-009/DEF,AGER_OUEST_N,A14,W,"2,0568",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004439,1,,PCTT_OUEST,DIRIF,"48,897263","2,220106","48.897263,2.220106",UER_NANTERRE,,C9,BAT,,"2,0568"
139,L10.169G,Niche sécurité NSW-010 - PAU NR02U - Tunnel de Nanterre-La Défense,DEF-NSW-010/DEF,AGER_OUEST_N,A14,W,"2,0337",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12011947,1,,PCTT_OUEST,DIRIF,"48,89646","2,223003","48.896460,2.223003",UER_NANTERRE,,C9,BAT,,"2,0337"
140,L10.171J,Niche sécurité NSW-011 - PAU NR02V - Tunnel de Nanterre-La Défense,DEF-NSW-011/DEF,AGER_OUEST_N,A14,W,"2,0267",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12011947,1,,PCTT_OUEST,DIRIF,"48,89624","2,223778","48.896240,2.223778",UER_NANTERRE,,C9,BAT,,"2,0267"
141,L10.172K,Niche sécurité NSW-501 - PAU NR02X - Tunnel de Nanterre-La Défense,DEF-NSW-501/DEF,AGER_OUEST_N,N314,W,"2,0049",S,A14,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,N314W,12004437,1,,PCTT_OUEST,DIRIF,"48,895073","2,227106","48.895073,2.227106",UER_NANTERRE,,C9,BAT,,"2,0049"
142,L10.173L,Niche sécurité NSW-502 - PAU NR01X - Tunnel de Nanterre-La Défense,DEF-NSW-502/DEF,AGER_OUEST_N,N314,W,"1,0909",S,A14,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,N314W,12004437,1,,PCTT_OUEST,DIRIF,"48,89435","2,227169","48.894350,2.227169",UER_NANTERRE,,C9,BAT,,"1,0909"
143,L10.174M,Niche sécurité NSW-012 - PAU NR02W - Tunnel de Nanterre-La Défense,DEF-NSW-012/DEF,AGER_OUEST_N,A14,W,"2,0012",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004436,1,,PCTT_OUEST,DIRIF,"48,895164","2,226675","48.895164,2.226675",UER_NANTERRE,,C9,BAT,,"2,0012"
144,L10.175N,Niche sécurité NSW-013 - PAU NR01R - Tunnel de Nanterre-La Défense,DEF-NSW-013/DEF,AGER_OUEST_N,A14,W,"1,0836",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004436,1,,PCTT_OUEST,DIRIF,"48,894444","2,229225","48.894444,2.229225",UER_NANTERRE,,C9,BAT,,"1,0836"
145,L10.176P,Niche sécurité NSW-014 - PAU NR01S - Tunnel de Nanterre-La Défense,DEF-NSW-014/DEF,AGER_OUEST_N,A14,W,"1,0671",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004436,1,,PCTT_OUEST,DIRIF,"48,893745","2,231197","48.893745,2.231197",UER_NANTERRE,,C9,BAT,,"1,0671"
146,L10.177R,Niche sécurité NSW-015 - PAU NR01T - Tunnel de Nanterre-La Défense,DEF-NSW-015/DEF,AGER_OUEST_N,A14,W,"1,0453",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004435,1,,PCTT_OUEST,DIRIF,"48,892757","2,233789","48.892757,2.233789",UER_NANTERRE,,C9,BAT,,"1,0453"
147,L10.178S,Niche sécurité NSW-016 - PAU NR01U - Tunnel de Nanterre-La Défense,DEF-NSW-016/DEF,AGER_OUEST_N,A14,W,"1,0241",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12011946,1,,PCTT_OUEST,DIRIF,"48,892014","2,236644","48.892014,2.236644",UER_NANTERRE,,C9,BAT,,"1,0241"
148,L10.179T,Niche sécurité NSW-017 - PAU NR01V - Tunnel de Nanterre-La Défense,DEF-NSW-017/DEF,AGER_OUEST_N,A14,W,"1,0054",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12011946,1,,PCTT_OUEST,DIRIF,"48,891415","2,238781","48.891415,2.238781",UER_NANTERRE,,C9,BAT,,"1,0054"
149,L10.181V,Niche sécurité NSW-018 - PAU NR00R - Tunnel de Nanterre-La Défense,DEF-NSW-018/DEF,AGER_OUEST_N,A14,W,"0,085",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004432,1,,PCTT_OUEST,DIRIF,"48,89066","2,241228","48.890660,2.241228",UER_NANTERRE,,C9,BAT,,"0,085"
150,L10.182W,Niche sécurité NSW-019 - PAU NR00S - Tunnel de Nanterre-La Défense,DEF-NSW-019/DEF,AGER_OUEST_N,A14,W,"0,0668",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004432,1,,PCTT_OUEST,DIRIF,"48,890305","2,242536","48.890305,2.242536",UER_NANTERRE,,C9,BAT,,"0,0668"
151,L10.183X,Niche sécurité NSW-703 - PAU NM00S - Tunnel de Nanterre-La Défense,DEF-NSW-703/DEF,AGER_OUEST_N,A14,W,"0,002",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004432,1,,PCTT_OUEST,DIRIF,"48,890034","2,242336","48.890034,2.242336",UER_NANTERRE,,C9,BAT,,"0,002"
152,L10.184Y,Niche sécurité NSW-020 - PAU NR00T - Tunnel de Nanterre-La Défense,DEF-NSW-020/DEF,AGER_OUEST_N,A14,W,"0,05",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004432,1,,PCTT_OUEST,DIRIF,"48,88778","2,249936","48.887780,2.249936",UER_NANTERRE,,C9,BAT,,"0,05"
153,L10.185A,Niche sécurité NSW-021 - PAU NV00R - Tunnel de Nanterre-La Défense,DEF-NSW-021/DEF,AGER_OUEST_N,A14,W,"0,0389",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004430,1,,PCTT_OUEST,DIRIF,"48,887318","2,251353","48.887318,2.251353",UER_NANTERRE,,C9,BAT,,"0,0389"
154,L10.186C,Niche sécurité NSW-022 - PAU NV00S - Tunnel de Nanterre-La Défense,DEF-NSW-022/DEF,AGER_OUEST_N,A14,W,"0,0272",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004430,1,,PCTT_OUEST,DIRIF,"48,888107","2,249206","48.888107,2.249206",UER_NANTERRE,,C9,BAT,,"0,0272"
155,L10.187D,Niche sécurité NSW-023 - PAU NR00U - Tunnel de Nanterre-La Défense,DEF-NSW-023/DEF,AGER_OUEST_N,A14,W,"0,021",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-NICHE,A14W,12004428,1,,PCTT_OUEST,DIRIF,"48,887833","2,250369","48.887833,2.250369",UER_NANTERRE,,C9,BAT,,"0,021"
156,L10.188E,PC NAN + ST 14.8 - Nanterre,PC_ST14.8,AGER_OUEST_N,A14,Y,"4,03",,,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-PC,A14Y,12004518,1,,PCTT_OUEST,DIRIF,"48,903816","2,197608","48.903816,2.197608",UER_NANTERRE,01/11/1995,C11,BAT,,"4,03"
157,L10.189F,LC ROC + ST 12.1 - Rocquencourt,LC ROC_ST12.1,AGER_OUEST_B,A13,W,"12,0205",,,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-LC,A13W,12004582,1,,PCTT_OUEST,DIRIF,"48,84107","2,104314","48.841070,2.104314",UER_BOULOGNE,,C11,BAT,,"12,0205"
158,L10.191H,ST 12.2,ST12.2,AGER_OUEST_B,A12,W,"2,0315",,,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-ST,A12W,12004210,1,,PCTT_OUEST,DIRIF,"48,828453","2,079531","48.828453,2.079531",UER_BOULOGNE,,C11,BAT,,"2,0315"
159,L10.192J,ST 12.3,ST12.3,AGER_OUEST_B,A12,W,"5,032",,,EXPLOI,,Non,FONTENAY,LOCAL,LOCAL-ST,A12W,12016622,1,,PCTT_OUEST,DIRIF,"48,80631","2,052425","48.806310,2.052425",CD-78,,C11,BAT,,"5,032"
160,L10.193K,PL REPUBLIQUE - Bois d'Arcy,PL_REPUBLIQUE,AGER_OUEST_B,A12,W,"5,032",,,EXPLOI,,Non,FONTENAY,LOCAL,LOCAL-PL,A12W,12016622,1,,PCTT_OUEST,DIRIF,"48,80634","2,052361","48.806340,2.052361",CD-78,,C11,BAT,,"5,032"
